Breed,Trait,Trait_Score
Parson Russell Terriers,Barking Level,3
Pointers,Barking Level,3
Belgian Sheepdogs,Barking Level,3
Tibetan Spaniels,Barking Level,3
American Eskimo Dogs,Barking Level,3
Irish Terriers,Barking Level,3
Beaucerons,Barking Level,3
Afghan Hounds,Barking Level,3
Boerboels,Barking Level,3
Fox Terriers (Smooth),Barking Level,5
Bearded Collies,Barking Level,5
Black Russian Terriers,Barking Level,3
Black and Tan Coonhounds,Barking Level,4
Spaniels (Welsh Springer),Barking Level,3
American Hairless Terriers,Barking Level,3
Norfolk Terriers,Barking Level,4
Xoloitzcuintli,Barking Level,3
Manchester Terriers,Barking Level,4
Kerry Blue Terriers,Barking Level,4
Australian Terriers,Barking Level,5
Spaniels (Clumber),Barking Level,1
Lakeland Terriers,Barking Level,3
Bluetick Coonhounds,Barking Level,4
English Toy Spaniels,Barking Level,2
German Pinschers,Barking Level,3
Tibetan Mastiffs,Barking Level,3
Bedlington Terriers,Barking Level,3
Greyhounds,Barking Level,3
Pulik,Barking Level,3
Salukis,Barking Level,3
Barbets,Barking Level,3
Redbone Coonhounds,Barking Level,4
Swedish Vallhunds,Barking Level,3
Sealyham Terriers,Barking Level,4
Spanish Water Dogs,Barking Level,3
Briards,Barking Level,1
Berger Picards,Barking Level,2
Entlebucher Mountain Dogs,Barking Level,3
Treeing Walker Coonhounds,Barking Level,4
Icelandic Sheepdogs,Barking Level,4
Wirehaired Vizslas,Barking Level,3
Pumik,Barking Level,3
Portuguese Podengo Pequenos,Barking Level,3
Spaniels (American Water),Barking Level,3
Retrievers (Curly-Coated),Barking Level,3
Spaniels (Field),Barking Level,3
Lowchen,Barking Level,3
Nederlandse Kooikerhondjes,Barking Level,3
Affenpinschers,Barking Level,3
Petits Bassets Griffons Vendeens,Barking Level,5
Finnish Lapphunds,Barking Level,5
Scottish Deerhounds,Barking Level,1
Plott Hounds,Barking Level,0
Norwegian Buhunds,Barking Level,4
Glen of Imaal Terriers,Barking Level,2
Setters (Irish Red and White),Barking Level,3
Ibizan Hounds,Barking Level,3
Spaniels (Sussex),Barking Level,3
Bergamasco Sheepdogs,Barking Level,1
Spaniels (Irish Water),Barking Level,1
Polish Lowland Sheepdogs,Barking Level,4
Otterhounds,Barking Level,5
Kuvaszok,Barking Level,3
Komondorok,Barking Level,3
Cirnechi dell’Etna,Barking Level,2
Pharaoh Hounds,Barking Level,3
Dandie Dinmont Terriers,Barking Level,3
Pyrenean Shepherds,Barking Level,4
Skye Terriers,Barking Level,3
Canaan Dogs,Barking Level,5
American English Coonhounds,Barking Level,4
Chinooks,Barking Level,5
Finnish Spitz,Barking Level,5
Grand Basset Griffon Vendeens,Barking Level,4
Sloughis,Barking Level,2
Harriers,Barking Level,5
Cesky Terriers,Barking Level,3
American Foxhounds,Barking Level,5
Azawakhs,Barking Level,1
English Foxhounds,Barking Level,5
Norwegian Lundehunds,Barking Level,3
Retrievers (Labrador),Mental Stimulation Needs,4
French Bulldogs,Mental Stimulation Needs,3
German Shepherd Dogs,Mental Stimulation Needs,5
Retrievers (Golden),Mental Stimulation Needs,4
Bulldogs,Mental Stimulation Needs,3
Poodles,Mental Stimulation Needs,5
Beagles,Mental Stimulation Needs,4
Rottweilers,Mental Stimulation Needs,5
Pointers (German 1haired),Mental Stimulation Needs,5
Dachshunds,Mental Stimulation Needs,3
Pembroke Welsh Corgis,Mental Stimulation Needs,4
Australian Shepherds,Mental Stimulation Needs,5
Yorkshire Terriers,Mental Stimulation Needs,4
Boxers,Mental Stimulation Needs,4
Great Danes,Mental Stimulation Needs,4
Siberian Huskies,Mental Stimulation Needs,4
Cavalier King Charles Spaniels,Mental Stimulation Needs,3
Doberman Pinschers,Mental Stimulation Needs,4
Miniature Schnauzers,Mental Stimulation Needs,4
Shih Tzu,Mental Stimulation Needs,3
Boston Terriers,Mental Stimulation Needs,3
Bernese Mountain Dogs,Mental Stimulation Needs,3
Pomeranians,Mental Stimulation Needs,3
Havanese,Mental Stimulation Needs,3
Cane Corso,Mental Stimulation Needs,3
Spaniels (English Springer),Mental Stimulation Needs,4
Shetland Sheepdogs,Mental Stimulation Needs,4
Brittanys,Mental Stimulation Needs,4
Pugs,Mental Stimulation Needs,3
Spaniels (Cocker),Mental Stimulation Needs,3
Miniature American Shepherds,Mental Stimulation Needs,5
Border Collies,Mental Stimulation Needs,5
Mastiffs,Mental Stimulation Needs,3
Chihuahuas,Mental Stimulation Needs,3
Vizslas,Mental Stimulation Needs,5
Basset Hounds,Mental Stimulation Needs,3
Belgian Malinois,Mental Stimulation Needs,4
Maltese,Mental Stimulation Needs,3
Weimaraners,Mental Stimulation Needs,5
Collies,Mental Stimulation Needs,3
Newfoundlands,Mental Stimulation Needs,3
Rhodesian Ridgebacks,Mental Stimulation Needs,4
Shiba Inu,Mental Stimulation Needs,4
West Highland White Terriers,Mental Stimulation Needs,4
Bichons Frises,Mental Stimulation Needs,3
Bloodhounds,Mental Stimulation Needs,3
Spaniels (English Cocker),Mental Stimulation Needs,4
Akitas,Mental Stimulation Needs,3
Portuguese Water Dogs,Mental Stimulation Needs,5
Retrievers (Chesapeake Bay),Mental Stimulation Needs,4
Dalmatians,Mental Stimulation Needs,4
St. Bernards,Mental Stimulation Needs,3
Papillons,Mental Stimulation Needs,5
Australian Cattle Dogs,Mental Stimulation Needs,4
Bullmastiffs,Mental Stimulation Needs,4
Samoyeds,Mental Stimulation Needs,4
Scottish Terriers,Mental Stimulation Needs,4
Soft Coated Wheaten Terriers,Mental Stimulation Needs,3
Whippets,Mental Stimulation Needs,4
Pointers (German Wirehaired),Mental Stimulation Needs,4
Chinese Shar-Pei,Mental Stimulation Needs,3
Airedale Terriers,Mental Stimulation Needs,3
Wirehaired Pointing Griffons,Mental Stimulation Needs,5
Bull Terriers,Mental Stimulation Needs,4
Alaskan Malamutes,Mental Stimulation Needs,3
Cardigan Welsh Corgis,Mental Stimulation Needs,4
Giant Schnauzers,Mental Stimulation Needs,4
Old English Sheepdogs,Mental Stimulation Needs,4
Italian Greyhounds,Mental Stimulation Needs,3
Great Pyrenees,Mental Stimulation Needs,3
Dogues de Bordeaux,Mental Stimulation Needs,4
Russell Terriers,Mental Stimulation Needs,5
Cairn Terriers,Mental Stimulation Needs,3
Irish Wolfhounds,Mental Stimulation Needs,3
Setters (Irish),Mental Stimulation Needs,4
Greater Swiss Mountain Dogs,Mental Stimulation Needs,4
Miniature Pinschers,Mental Stimulation Needs,5
Lhasa Apsos,Mental Stimulation Needs,3
Chinese Crested,Mental Stimulation Needs,3
Coton de Tulear,Mental Stimulation Needs,3
Staffordshire Bull Terriers,Mental Stimulation Needs,4
American Staffordshire Terriers,Mental Stimulation Needs,3
Rat Terriers,Mental Stimulation Needs,5
Chow Chows,Mental Stimulation Needs,3
Anatolian Shepherd Dogs,Mental Stimulation Needs,3
Basenjis,Mental Stimulation Needs,4
Spaniels (Boykin),Mental Stimulation Needs,3
Lagotti Romagnoli,Mental Stimulation Needs,4
Brussels Griffons,Mental Stimulation Needs,3
Retrievers (Nova Scotia Duck Tolling),Mental Stimulation Needs,4
Norwegian Elkhounds,Mental Stimulation Needs,4
Standard Schnauzers,Mental Stimulation Needs,5
Dogo Argentinos,Mental Stimulation Needs,4
Bouviers des Flandres,Mental Stimulation Needs,3
Pekingese,Mental Stimulation Needs,3
Keeshonden,Mental Stimulation Needs,4
Border Terriers,Mental Stimulation Needs,3
Leonbergers,Mental Stimulation Needs,4
Tibetan Terriers,Mental Stimulation Needs,4
Neapolitan Mastiffs,Mental Stimulation Needs,3
Setters (English),Mental Stimulation Needs,4
Retrievers (Flat-Coated),Mental Stimulation Needs,4
Borzois,Mental Stimulation Needs,4
Fox Terriers (Wire),Mental Stimulation Needs,4
Miniature Bull Terriers,Mental Stimulation Needs,4
Belgian Tervuren,Mental Stimulation Needs,4
Setters (Gordon),Mental Stimulation Needs,4
Silky Terriers,Mental Stimulation Needs,3
Norwich Terriers,Mental Stimulation Needs,4
Spinoni Italiani,Mental Stimulation Needs,3
Japanese Chin,Mental Stimulation Needs,3
Welsh Terriers,Mental Stimulation Needs,4
Toy Fox Terriers,Mental Stimulation Needs,4
Schipperkes,Mental Stimulation Needs,3
Parson Russell Terriers,Mental Stimulation Needs,4
Pointers,Mental Stimulation Needs,4
Belgian Sheepdogs,Mental Stimulation Needs,4
Tibetan Spaniels,Mental Stimulation Needs,3
American Eskimo Dogs,Mental Stimulation Needs,3
Irish Terriers,Mental Stimulation Needs,4
Beaucerons,Mental Stimulation Needs,3
Afghan Hounds,Mental Stimulation Needs,3
Boerboels,Mental Stimulation Needs,4
Fox Terriers (Smooth),Mental Stimulation Needs,3
Bearded Collies,Mental Stimulation Needs,3
Black Russian Terriers,Mental Stimulation Needs,4
Black and Tan Coonhounds,Mental Stimulation Needs,3
Spaniels (Welsh Springer),Mental Stimulation Needs,4
American Hairless Terriers,Mental Stimulation Needs,3
Norfolk Terriers,Mental Stimulation Needs,4
Xoloitzcuintli,Mental Stimulation Needs,4
Manchester Terriers,Mental Stimulation Needs,3
Kerry Blue Terriers,Mental Stimulation Needs,4
Australian Terriers,Mental Stimulation Needs,4
Spaniels (Clumber),Mental Stimulation Needs,3
Lakeland Terriers,Mental Stimulation Needs,4
Bluetick Coonhounds,Mental Stimulation Needs,3
English Toy Spaniels,Mental Stimulation Needs,3
German Pinschers,Mental Stimulation Needs,4
Tibetan Mastiffs,Mental Stimulation Needs,4
Bedlington Terriers,Mental Stimulation Needs,3
Greyhounds,Mental Stimulation Needs,3
Pulik,Mental Stimulation Needs,5
Salukis,Mental Stimulation Needs,5
Barbets,Mental Stimulation Needs,3
Redbone Coonhounds,Mental Stimulation Needs,4
Swedish Vallhunds,Mental Stimulation Needs,4
Sealyham Terriers,Mental Stimulation Needs,4
Spanish Water Dogs,Mental Stimulation Needs,5
Briards,Mental Stimulation Needs,3
Berger Picards,Mental Stimulation Needs,4
Entlebucher Mountain Dogs,Mental Stimulation Needs,4
Treeing Walker Coonhounds,Mental Stimulation Needs,5
Icelandic Sheepdogs,Mental Stimulation Needs,5
Wirehaired Vizslas,Mental Stimulation Needs,5
Pumik,Mental Stimulation Needs,5
Portuguese Podengo Pequenos,Mental Stimulation Needs,4
Spaniels (American Water),Mental Stimulation Needs,3
Retrievers (Curly-Coated),Mental Stimulation Needs,3
Spaniels (Field),Mental Stimulation Needs,3
Lowchen,Mental Stimulation Needs,3
Nederlandse Kooikerhondjes,Mental Stimulation Needs,4
Affenpinschers,Mental Stimulation Needs,3
Petits Bassets Griffons Vendeens,Mental Stimulation Needs,4
Finnish Lapphunds,Mental Stimulation Needs,3
Scottish Deerhounds,Mental Stimulation Needs,3
Plott Hounds,Mental Stimulation Needs,0
Norwegian Buhunds,Mental Stimulation Needs,4
Glen of Imaal Terriers,Mental Stimulation Needs,3
Setters (Irish Red and White),Mental Stimulation Needs,3
Ibizan Hounds,Mental Stimulation Needs,5
Spaniels (Sussex),Mental Stimulation Needs,3
Bergamasco Sheepdogs,Mental Stimulation Needs,3
Spaniels (Irish Water),Mental Stimulation Needs,4
Polish Lowland Sheepdogs,Mental Stimulation Needs,4
Otterhounds,Mental Stimulation Needs,3
Kuvaszok,Mental Stimulation Needs,3
Komondorok,Mental Stimulation Needs,3
Cirnechi dell’Etna,Mental Stimulation Needs,3
Pharaoh Hounds,Mental Stimulation Needs,4
Dandie Dinmont Terriers,Mental Stimulation Needs,3
Pyrenean Shepherds,Mental Stimulation Needs,5
Skye Terriers,Mental Stimulation Needs,3
Canaan Dogs,Mental Stimulation Needs,3
American English Coonhounds,Mental Stimulation Needs,3
Chinooks,Mental Stimulation Needs,3
Finnish Spitz,Mental Stimulation Needs,4
Grand Basset Griffon Vendeens,Mental Stimulation Needs,4
Sloughis,Mental Stimulation Needs,3
Harriers,Mental Stimulation Needs,4
Cesky Terriers,Mental Stimulation Needs,3
American Foxhounds,Mental Stimulation Needs,3
Azawakhs,Mental Stimulation Needs,3
English Foxhounds,Mental Stimulation Needs,4
Norwegian Lundehunds,Mental Stimulation Needs,3
